Number Header,Random Header,Dates,Required Date
2417,a,9/12/2007 | 9/21/2007 | 11/19/2007 | 8/4/2008 | 8/20/2008,9/12/2007
2418,a,11/19/2007 | 8/20/2008 | 9/12/2007 | 4/8/2008 | 9/21/2007,9/12/2007
2419,a,4/8/2008 | 11/19/2007 | 9/12/2007 | 9/21/2007 | 8/20/2008,9/12/2007
2420,a,9/21/2007 | 8/20/2008 | 9/12/2007 | 11/19/2007 | 4/8/2008,9/12/2007
2421,a,9/21/2007 | 11/19/2007 | 9/12/2007 | 4/8/2008 | 8/20/2008,9/12/2007
2422,a,9/21/2007 | 8/4/2008 | 8/20/2008 | 11/19/2007 | 9/12/2007,9/12/2007
2423,a,10/1/2008 | 10/9/2007 | 10/9/2007 | 10/9/2007 | 10/9/2007,10/9/2007
2424,a,10/1/2008 | 10/9/2007 | 10/9/2007 | 10/9/2007 | 10/9/2007,10/9/2007
2425,a,10/9/2007 | 10/1/2008 | 10/9/2007 | 10/9/2007 | 10/9/2007,10/9/2007
2426,a,4/8/2008,['4/8/2008']
2427,a,9/10/2007 | 7/23/2008,9/10/2007
2428,a,1/13/2009,['1/13/2009']
2429,a,10/15/2008,['10/15/2008']
2430,a,4/1/2008 | 3/19/2009,4/1/2008
2431,a,3/29/2008 | 3/20/2009,3/29/2008
2432,a,9/28/2007 | 9/24/2008,9/28/2007
2433,a,9/16/2008 | 9/17/2007,9/17/2007
2434,a,9/22/2008 | 9/24/2007,9/24/2007
2435,a,9/24/2007 | 9/22/2008,9/24/2007
2436,a,6/4/2009,['6/4/2009']
2437,a,6/4/2009,['6/4/2009']
2438,a,5/13/2008,['5/13/2008']
2439,a,7/11/2008,['7/11/2008']
2440,a,8/13/2008 | 9/28/2007,9/28/2007
2441,a,8/11/2008 | 9/26/2007,9/26/2007
2442,a,3/3/2008,['3/3/2008']
2443,a,2/13/2008,['2/13/2008']
2444,a,12/4/2008 | 12/17/2007,12/17/2007
2445,a,9/30/2008 | 10/1/2007,10/1/2007
2446,a,2/22/2008,['2/22/2008']
2447,a,10/30/2008 | 11/5/2007,11/5/2007
2448,a,10/30/2008 | 11/5/2007,11/5/2007
2449,a,11/5/2007 | 10/30/2008,11/5/2007
2450,a,10/20/2008,['10/20/2008']
2451,a,10/1/2007 | 11/5/2007 | 12/5/2007 | 9/30/2008,10/1/2007
2452,a,3/3/2008,['3/3/2008']
2453,a,10/12/2007 | 10/9/2008,10/12/2007
2454,a,9/2/2008,['9/2/2008']
2455,a,10/2/2008 | 10/5/2007,10/5/2007
2456,a,5/21/2008,['5/21/2008']
2457,a,10/12/2007 | 10/9/2008,10/12/2007
2458,a,11/13/2008,['11/13/2008']
2459,a,10/12/2007 | 10/9/2008,10/12/2007
2460,a,10/9/2008 | 10/24/2007 | 10/10/2007 | 1/25/2008,10/10/2007
2461,a,3/14/2008,['3/14/2008']
2462,a,5/7/2009 | 5/12/2008,5/12/2008
2463,a,5/7/2009 | 5/12/2008,5/12/2008
2464,a,10/12/2007 | 7/8/2008,10/12/2007
2465,a,7/8/2008 | 10/12/2007,10/12/2007
2466,a,9/19/2008,['9/19/2008']
2467,a,3/16/2009 | 3/18/2008,3/18/2008
2468,a,8/15/2008,['8/15/2008']
2469,a,12/4/2008,['12/4/2008']
2470,a,4/29/2010 | 4/21/2011,4/29/2010
2471,a,10/18/2007,['10/18/2007']
2472,a,11/9/2007 | 11/5/2008 | 11/9/2007,11/9/2007
2473,a,10/21/2008 | 10/22/2007,10/22/2007
2474,a,10/29/2007 | 10/27/2008,10/29/2007
2475,a,10/27/2008 | 10/29/2007,10/29/2007
2476,a,12/6/2007 | 9/11/2007 | 9/10/2008,9/11/2007
2477,a,10/29/2008 | 10/30/2007,10/30/2007
2478,a,8/26/2009,['8/26/2009']
2479,a,10/30/2007 | 10/28/2008,10/30/2007
2480,a,2/1/2008 | 6/ 19/2008,2/1/2008
2481,a,11/20/2007 | 11/29/2007,11/20/2007
2482,a,6/ 5/2009 | 7/11/2008,7/11/2008
2483,a,6/ 5/2009 | 7/11/2008,7/11/2008
2484,a,7/11/2008 | 6/ 5/2009,7/11/2008
2485,a,2/13/2008,['2/13/2008']
2486,a,12/20/2007 | 6/ 5/2008,12/20/2007
2487,a,12/15/2007 | 12/15/2008,12/15/2007
2488,a,2/6/2008,['2/6/2008']
2489,a,12/24/2008,['12/24/2008']
2490,a,4/29/2008,['4/29/2008']
2491,a,12/18/2007 | 10/27/2008,12/18/2007
2492,a,4/15/2008 | 5/9/2008,4/15/2008
2493,a,5/13/2008 | 7/16/2008 | 5/13/2008 | 5/13/2008 | 5/13/2008 | 11/6/2008 | 5/13/2008 | 6/ 11/2008 | 6/ 11/2008 | 5/13/2008 | 6/ 11/2008,5/13/2008
2494,a,10/29/2008 | 11/16/2007,11/16/2007
2495,a,10/29/2008 | 11/16/2007,11/16/2007
2496,a,11/16/2007 | 11/12/2008,11/16/2007
2497,a,2/1/2008 | 4/22/2008 | 11/16/2007 | 2/13/2008 | 11/16/2007 | 10/29/2008,11/16/2007
2498,a,10/29/2008 | 11/16/2007 | 2/1/2008 | 11/16/2007 | 2/13/2008 | 4/22/2008,11/16/2007
2499,a,2/1/2008 | 11/16/2007 | 4/22/2008 | 2/13/2008 | 11/16/2007 | 10/29/2008,11/16/2007
2500,a,3/21/2008 | 12/20/2007,12/20/2007
2501,a,8/18/2008,['8/18/2008']
2502,a,6/8/2009,['6/8/2009']
2503,a,11/27/2007 | 11/27/2007 | 11/27/2007 | 11/27/2007 | 11/24/2008 | 11/27/2007 | 11/27/2007,11/27/2007
2504,a,5/11/2010,['5/11/2010']
2505,a,11/25/2008 | 11/29/2007,11/29/2007
2506,a,3/24/2009,['3/24/2009']
2507,a,1/31/2008 | 2/1/2008 | 8/26/2008,1/31/2008
2508,a,2/1/2008 | 1/31/2008 | 8/26/2008,1/31/2008
2509,a,6/10/2010,['6/10/2010']
2510,a,12/4/2008 | 10/17/2008,10/17/2008
2511,a,11/27/2007 | 11/27/2007 | 11/27/2007 | 11/27/2007 | 11/27/2007 | 11/27/2007 | 11/24/2008,11/27/2007
2512,a,12/8/2008,['12/8/2008']
2513,a,12/5/2007 | 12/4/2008,12/5/2007
2514,a,12/4/2008 | 12/5/2007,12/5/2007
2515,a,9/9/2008,['9/9/2008']
2516,a,1/8/2009,['1/8/2009']
2517,a,2/27/2009 | 3/31/2008,3/31/2008
2518,a,4/29/2008 | 12/10/2007,12/10/2007
2519,a,12/10/2007 | 4/29/2008,12/10/2007
2520,a,4/29/2008 | 12/10/2007,12/10/2007
2521,a,10/7/2008 | 1/11/2008,1/11/2008
2522,a,9/23/2008,['9/23/2008']
2523,a,9/22/2009,['9/22/2009']
2524,a,3/19/2009,['3/19/2009']
2525,a,5/26/2009,['5/26/2009']
2526,a,2/8/2008 | 2/4/2009,2/8/2008
2527,a,7/8/2008,['7/8/2008']
2528,a,2/2/2009 | 2/4/2008,2/4/2008
2529,a,10/1/2008 | 12/18/2007,12/18/2007
2530,a,10/1/2008 | 12/18/2007,12/18/2007
2531,a,8/5/2008 | 2/28/2008,2/28/2008
2532,a,8/6/2010 | 12/2/2009,12/2/2009
2533,a,11/25/2008 | 5/30/2008,5/30/2008
2534,a,8/15/2001 | 3/26/2001,3/26/2001
2535,a,12/12/2008,['12/12/2008']
2536,a,3/13/2008 | 12/18/2008 | 12/21/2007,12/21/2007
2537,a,3/13/2008 | 12/18/2008 | 12/21/2007,12/21/2007
2538,a,9/25/2008,['9/25/2008']
2539,a,9/17/2008 | 5/11/2008,5/11/2008
2540,a,9/17/2008,['9/17/2008']
2541,a,3/3/2008 | 2/26/2009,3/3/2008
2542,a,1/4/2008 | 12/30/2008,1/4/2008
2543,a,1/4/2008 | 12/30/2008 | 1/4/2008,1/4/2008
2544,a,12/29/2008 | 1/17/2008 | 1/4/2008,1/4/2008
2545,a,1/17/2008 | 12/29/2008 | 1/4/2008,1/4/2008
2546,a,1/18/2008 | 5/6/2008,1/18/2008
2547,a,1/6/2009 | 1/7/2008,1/7/2008
2548,a,6/30/2008,['6/30/2008']
2549,a,2/14/2007 | 2/9/2007 | 2/7/2008,2/9/2007
2550,a,2/21/2008 | 1/8/2008 | 12/19/2008,1/8/2008
2551,a,4/29/2008 | 3/24/2008 | 1/10/2008 | 1/8/2009,1/10/2008
2552,a,6/ 25/2008 | 2/26/2008 | 2/25/2009,2/26/2008
2553,a,2/1/2008 | 1/29/2009,2/1/2008
2554,a,5/26/2010,['5/26/2010']
2555,a,1/13/2009 | 1/14/2008,1/14/2008
2556,a,1/13/2009 | 1/15/2008 | 1/14/2008,1/14/2008
2557,a,1/30/2008 | 1/27/2009,1/30/2008
2558,a,1/27/2009 | 1/30/2008,1/30/2008
2559,a,1/28/2009 | 1/30/2008,1/30/2008
2560,a,1/28/2009 | 1/30/2008,1/30/2008
2561,a,6/21/2002,['6/21/2002']
2562,a,10/15/2002,['10/15/2002']
2563,a,5/13/2004 | 5/13/2004 | 5/13/2004,5/13/2004
2564,a,3/14/2007 | 3/13/2008,3/14/2007
2565,a,4/30/1999 | 9/21/1999 | 10/6/1999,4/30/1999
2566,a,8/22/2008 | 1/15/2009 | 2/1/2008,2/1/2008
2567,a,2/1/2008 | 4/22/2008 | 10/29/2008,2/1/2008
2568,a,2/1/2008 | 1/27/2009,2/1/2008
2569,a,9/11/2008,['9/11/2008']
2570,a,1/30/2008 | 1/26/2009,1/30/2008
2571,a,1/30/2008 | 1/26/2009,1/30/2008
2572,a,11/19/2007 | 2/1/2008 | 11/19/2007 | 11/17/2008,11/19/2007
2573,a,6/ 13/2008 | 10/8/2007 | 2/1/2008 | 10/6/2008,10/8/2007
2574,a,6/ 13/2008 | 10/8/2007 | 10/6/2008 | 2/1/2008,10/8/2007
2575,a,2/1/2008 | 10/30/2008,2/1/2008
2576,a,3/19/2009,['3/19/2009']
2577,a,5/15/2012 | 2/6/2013,5/15/2012
2578,a,5/11/2010,['5/11/2010']
2579,a,6/ 18/2009 | 6/ 19/2008 | 6/ 19/2008,6/19/2008
2580,a,2/4/2008 | 2/3/2009,2/4/2008
2581,a,2/8/2008 | 2/4/2009,2/8/2008
2582,a,3/26/2008 | 2/4/2009 | 2/8/2008,2/8/2008
2583,a,6/ 5/2008 | 3/14/2008,3/14/2008
2584,a,12/4/2008,['12/4/2008']
2585,a,2/28/2008 | 2/20/2009,2/28/2008
2586,a,1/22/2009,['1/22/2009']
2587,a,12/17/2008,['12/17/2008']
2588,a,2/19/2009 | 6/ 10/2008 | 6/ 9/2008 | 6/ 13/2008 | 2/20/2008,2/20/2008
2589,a,11/21/2008 | 2/13/2008,2/13/2008
2590,a,11/21/2008 | 2/13/2008,2/13/2008
2591,a,2/13/2008 | 2/4/2009,2/13/2008
2592,a,1/13/2009 | 2/22/2008,2/22/2008
2593,a,3/28/2008 | 3/16/2009,3/28/2008
2594,a,4/1/2008 | 3/9/2009,4/1/2008
2595,a,4/1/2008 | 3/9/2009,4/1/2008
2596,a,2/10/2009 | 2/12/2008,2/12/2008
2597,a,2/12/2009 | 2/15/2008 | 2/15/2008,2/15/2008
2598,a,8/25/2008 | 2/15/2008 | 8/25/2008 | 2/12/2009,2/15/2008
2599,a,2/19/2008,['2/19/2008']
2600,a,7/25/2008,['7/25/2008']
2601,a,6/ 15/2007 | 6/ 4/2008 | 10/12/2007 | 2/21/2008,6/15/2007
2602,a,3/31/2008,['3/31/2008']
2603,a,2/19/2009 | 2/22/2008,2/22/2008
2604,a,12/10/2010,['12/10/2010']
2605,a,6/26/2009,['6/26/2009']
2606,a,2/22/2008 | 2/20/2009,2/22/2008
2607,a,8/24/2007 | 8/6/2008 | 8/10/2007,8/10/2007
2608,a,2/12/2009,['2/12/2009']
2609,a,7/25/2008 | 7/22/2009,7/25/2008
2610,a,10/31/2008 | 2/26/2008,2/26/2008
2611,a,9/17/2008,['9/17/2008']
2612,a,4/18/2008 | 3/17/2009,4/18/2008
2613,a,12/12/2008,['12/12/2008']
2614,a,11/25/2008,['11/25/2008']
2615,a,3/28/2008 | 3/20/2009,3/28/2008
2616,a,10/20/2008,['10/20/2008']
2617,a,10/20/2008,['10/20/2008']
2618,a,3/19/2009 | 3/25/2008 | 3/25/2008 | 3/25/2008,3/25/2008
2619,a,10/29/2008,['10/29/2008']
2620,a,9/15/2009 | 10/31/2008,10/31/2008
2621,a,2/5/2009 | 2/29/2008,2/29/2008
2622,a,12/10/2010,['12/10/2010']
2623,a,7/16/2008 | 5/13/2008 | 5/13/2008 | 5/13/2008 | 5/13/2008 | 6/ 11/2008 | 6/ 11/2008 | 11/6/2008 | 5/13/2008 | 6/ 11/2008 | 5/13/2008,5/13/2008
2624,a,4/1/2009 | 4/2/2008,4/2/2008
2625,a,6/ 16/2009 | 6/ 16/2008,6/16/2008
2626,a,3/25/2008 | 3/24/2009,3/25/2008
2627,a,3/25/2009 | 3/26/2008,3/26/2008
2628,a,12/12/2008,['12/12/2008']
2629,a,10/13/2008,['10/13/2008']
2630,a,7/10/2009 | 7/15/2008,7/15/2008
2631,a,3/13/2009 | 10/28/2008 | 3/18/2008,3/18/2008
2632,a,3/25/2008 | 3/24/2009,3/25/2008
2633,a,3/9/2009 | 3/19/2008,3/19/2008
2634,a,1/29/2009,['1/29/2009']
2635,a,3/19/2009,['3/19/2009']
2636,a,6/24/2008,['6/24/2008']
2637,a,9/17/2008,['9/17/2008']
2638,a,5/5/2008 | 8/27/2008 | 3/24/2008 | 8/13/2008 | 3/19/2009,3/24/2008
2639,a,12/16/2008 | 4/6/2009 | 6/ 3/2009 | 6/ 5/2008 | 2/10/2009 | 8/11/2008 | 9/2/2008,6/5/2008
2640,a,9/2/2008 | 2/10/2009 | 4/6/2009 | 8/11/2008 | 6/ 5/2008 | 12/16/2008 | 6/ 3/2009,6/5/2008
2641,a,6/ 3/2009 | 12/16/2008 | 2/10/2009 | 8/11/2008 | 6/ 5/2008 | 9/2/2008 | 4/6/2009,6/5/2008
2642,a,2/10/2009 | 12/16/2008 | 4/6/2009 | 8/11/2008 | 6/ 5/2008 | 9/2/2008 | 6/ 3/2009,6/5/2008
2643,a,6/ 5/2008 | 6/ 3/2009 | 2/10/2009 | 4/6/2009 | 8/11/2008 | 9/2/2008 | 12/16/2008,6/5/2008
2644,a,3/25/2008 | 3/24/2009,3/25/2008
2645,a,3/28/2008 | 6/ 27/2008 | 3/23/2009 | 3/28/2008,3/28/2008
2646,a,3/28/2008 | 3/25/2009,3/28/2008
2647,a,3/24/2009 | 8/8/2008 | 3/25/2008 | 9/17/2008 | 6/ 4/2008 | 8/22/2008 | 5/2/2008 | 8/7/2008 | 8/13/2008,3/25/2008
2648,a,3/25/2008 | 9/17/2008 | 8/8/2008 | 8/13/2008 | 8/7/2008 | 8/22/2008 | 6/ 4/2008 | 3/24/2009 | 5/2/2008,3/25/2008
2649,a,2/6/2009,['2/6/2009']
2650,a,3/25/2009 | 3/26/2008,3/26/2008
2651,a,3/27/2009,['3/27/2009']
2652,a,12/18/2008,['12/18/2008']
2653,a,12/18/2008,['12/18/2008']
2654,a,6/27/2008,['6/27/2008']
2655,a,6/27/2008,['6/27/2008']
2656,a,3/19/2009 | 3/28/2008,3/28/2008
2657,a,5/15/2008 | 6/ 23/2008 | 3/31/2008 | 3/30/2009,3/31/2008
2658,a,5/15/2008 | 3/31/2008 | 6/ 23/2008 | 3/30/2009,3/31/2008
2659,a,6/ 23/2008 | 5/15/2008 | 3/31/2008 | 3/30/2009,3/31/2008
2660,a,5/15/2008 | 3/31/2008 | 6/ 23/2008 | 3/30/2009,3/31/2008
2661,a,3/30/2009 | 3/31/2008,3/31/2008
2662,a,3/31/2008 | 3/30/2009,3/31/2008
2663,a,1/19/2010,['1/19/2010']
2664,a,1/19/2010,['1/19/2010']
2665,a,3/16/2009 | 3/31/2008,3/31/2008
2666,a,3/30/2009 | 3/31/2008,3/31/2008
2667,a,4/1/2009 | 4/2/2008 | 5/23/2008,4/2/2008
2668,a,4/25/2009 | 6/ 20/2009 | 4/20/2010 | 4/21/2009 | 9/30/2009 | 8/15/2009,4/21/2009
2669,a,4/7/2008 | 4/6/2009,4/7/2008
2670,a,1/5/2009,['1/5/2009']
2671,a,4/2/2009 | 4/7/2008,4/7/2008
2672,a,4/7/2008 | 4/2/2009,4/7/2008
2673,a,4/7/2009 | 4/14/2008,4/14/2008
2674,a,4/4/2008 | 3/31/2009,4/4/2008
2675,a,4/7/2008 | 1/6/2009,4/7/2008
2676,a,4/14/2009,['4/14/2009']
2677,a,6/ 25/2009 | 7/1/2008,7/1/2008
2678,a,4/10/2008 | 4/11/2008 | 4/10/2008 | 4/8/2009 | 5/30/2008,4/10/2008
2679,a,4/10/2008 | 4/10/2008 | 4/11/2008 | 4/8/2009 | 5/30/2008,4/10/2008
2680,a,12/4/2008 | 5/21/2008 | 8/20/2008,5/21/2008
2681,a,4/8/2009 | 4/11/2008 | 4/10/2008 | 4/10/2008,4/10/2008
2682,a,5/5/2009 | 5/7/2008,5/7/2008
2683,a,4/21/2009 | 4/24/2008,4/24/2008
2684,a,5/4/2009 | 5/5/2008,5/5/2008
2685,a,6/ 2/2008 | 4/20/2009 | 4/21/2008,4/21/2008
2686,a,10/8/2008 | 9/19/2008,9/19/2008
2687,a,3/18/2009,['3/18/2009']
2688,a,6/ 2/2010 | 6/ 5/2009,6/5/2009
2689,a,7/24/2008 | 10/30/2008,7/24/2008
2690,a,11/26/2008 | 7/24/2008,7/24/2008
2691,a,11/26/2008 | 7/24/2008,7/24/2008
2692,a,5/6/2008 | 5/6/2008 | 5/5/2009,5/6/2008
2693,a,5/5/2009 | 5/6/2008 | 5/6/2008,5/6/2008
2694,a,6/7/2010,['6/7/2010']
2695,a,4/23/2009 | 4/30/2008,4/30/2008
2696,a,4/29/2009 | 4/30/2008,4/30/2008
2697,a,5/4/2009,['5/4/2009']
2698,a,12/9/2008,['12/9/2008']
2699,a,5/2/2008 | 4/29/2008 | 4/29/2008 | 4/28/2009,4/29/2008
2700,a,5/2/2008 | 4/30/2009,5/2/2008
2701,a,5/13/2009 | 5/22/2008,5/22/2008
2702,a,5/1/2008 | 4/30/2009,5/1/2008
2703,a,5/11/2009 | 5/15/2008,5/15/2008
2704,a,5/11/2009 | 5/15/2008,5/15/2008
2705,a,5/11/2009 | 5/15/2008,5/15/2008
2706,a,6/19/2009,['6/19/2009']
2707,a,5/27/2008 | 5/21/2009,5/27/2008
2708,a,1/9/2009,['1/9/2009']
2709,a,10/29/2008,['10/29/2008']
2710,a,6/ 11/2008 | 6/ 11/2008 | 5/13/2008 | 5/13/2008 | 5/13/2008 | 5/13/2008 | 6/ 11/2008 | 7/16/2008 | 5/13/2008 | 5/13/2008 | 10/10/2008,5/13/2008
2711,a,11/4/2008,['11/4/2008']
2712,a,11/4/2008,['11/4/2008']
2713,a,1/26/2009,['1/26/2009']
2714,a,1/26/2009,['1/26/2009']
2715,a,3/31/2009 | 11/14/2008,11/14/2008
2716,a,1/26/2009,['1/26/2009']
2717,a,5/11/2009 | 5/13/2008,5/13/2008
2718,a,7/2/2008 | 5/11/2009 | 5/13/2008,5/13/2008
2719,a,5/11/2009 | 5/13/2008,5/13/2008
2720,a,1/29/2009,['1/29/2009']
2721,a,5/13/2008 | 6/ 11/2008 | 5/13/2008 | 10/10/2008 | 5/13/2008 | 5/13/2008 | 7/16/2008 | 5/13/2008 | 6/ 11/2008 | 6/ 11/2008 | 5/13/2008,5/13/2008
2722,a,1/29/2009,['1/29/2009']
2723,a,5/27/2008 | 5/26/2009,5/27/2008
2724,a,9/24/2008,['9/24/2008']
2725,a,5/15/2009 | 5/20/2008,5/20/2008
2726,a,8/26/2009,['8/26/2009']
2727,a,9/8/2009 | 6/ 15/2009,6/15/2009
2728,a,7/11/2008 | 5/7/2009,7/11/2008
2729,a,5/13/2008 | 10/10/2008 | 6/ 11/2008 | 5/13/2008 | 6/ 11/2008 | 7/16/2008 | 6/ 11/2008 | 5/13/2008 | 5/13/2008 | 5/13/2008 | 5/13/2008,5/13/2008
2730,a,5/23/2008 | 5/21/2009,5/23/2008
2731,a,4/2/2009,['4/2/2009']
2732,a,1/26/2009,['1/26/2009']
2733,a,9/8/2009,['9/8/2009']
2734,a,8/20/2009,['8/20/2009']
2735,a,5/29/2008 | 5/28/2009,5/29/2008
2736,a,6/ 13/2008 | 7/2/2008 | 4/30/2009,6/13/2008
2737,a,7/2/2008 | 4/30/2009 | 6/ 13/2008,6/13/2008
2738,a,5/1/2009 | 4/29/2010,5/1/2009
2739,a,5/1/2009 | 4/29/2010,5/1/2009
2740,a,5/13/2008 | 6/ 11/2008 | 6/ 11/2008 | 5/13/2008 | 5/13/2008 | 5/13/2008 | 7/16/2008 | 5/13/2008 | 6/ 11/2008 | 10/10/2008 | 5/13/2008,5/13/2008
2741,a,12/5/2008 | 8/6/2009 | 8/11/2008,8/11/2008
2742,a,8/11/2008 | 12/5/2008 | 8/6/2009,8/11/2008
2743,a,8/11/2008 | 8/7/2009 | 8/12/2008,8/11/2008
2744,a,4/10/2009 | 12/11/2009,4/10/2009
2745,a,8/11/2008 | 1/7/2009 | 8/6/2009 | 11/6/2008 | 11/11/2008,8/11/2008
2746,a,11/6/2008 | 8/12/2008 | 1/7/2009 | 8/6/2009 | 11/11/2008,8/12/2008
2747,a,12/19/2008,['12/19/2008']
2748,a,3/12/2009,['3/12/2009']
2749,a,6/ 12/2009 | 7/2/2008,7/2/2008
2750,a,7/2/2008 | 6/ 12/2009,7/2/2008
2751,a,6/ 8/2009 | 6/ 9/2008,6/9/2008
2752,a,6/ 6/2008 | 11/16/2007 | 11/12/2008 | 6/ 23/2008 | 6/ 19/2008,11/16/2007
2753,a,6/ 19/2008 | 11/12/2008 | 6/ 23/2008 | 11/16/2007 | 6/ 6/2008,11/16/2007
2754,a,6/ 6/2008 | 11/12/2008 | 11/16/2007 | 6/ 23/2008 | 6/ 19/2008,11/16/2007
2755,a,8/17/2009 | 8/18/2008,8/18/2008
2756,a,6/ 6/2008 | 6/ 4/2009,6/6/2008
2757,a,6/ 4/2009 | 6/ 6/2008,6/6/2008
2758,a,9/23/2009,['9/23/2009']
2759,a,6/ 13/2008 | 4/30/2009,6/13/2008
2760,a,6/ 10/2008 | 4/15/2009 | 6/ 13/2008 | 2/19/2009 | 6/ 9/2008,6/9/2008
2761,a,4/15/2009 | 6/ 13/2008 | 6/ 9/2008 | 2/19/2009 | 6/ 10/2008,6/9/2008
2762,a,3/9/2009 | 6/ 27/2008,6/27/2008
2763,a,3/9/2009 | 6/ 27/2008,6/27/2008
2764,a,8/11/2009 | 8/20/2008,8/20/2008
2765,a,5/5/2009,['5/5/2009']
2766,a,9/12/2008 | 9/10/2009,9/12/2008
2767,a,6/ 15/2009 | 6/ 19/2008,6/19/2008
2768,a,1/14/2008 | 6/ 13/2008 | 1/12/2009,1/14/2008
2769,a,4/21/2009,['4/21/2009']
2770,a,6/ 12/2009 | 6/ 16/2008 | 8/22/2008,6/16/2008
2771,a,7/3/2008 | 6/ 11/2009,7/3/2008
2772,a,7/3/2008 | 6/ 11/2009,7/3/2008
2773,a,3/26/2009 | 3/19/2010,3/26/2009
2774,a,3/26/2009 | 3/19/2010,3/26/2009
2775,a,3/26/2009 | 3/19/2010,3/26/2009
2776,a,2/12/2009,['2/12/2009']
2777,a,8/20/2008 | 8/10/2009,8/20/2008
2778,a,8/20/2008 | 8/10/2009,8/20/2008
2779,a,8/5/2008 | 7/27/2009,8/5/2008
2780,a,7/25/2008 | 7/25/2008 | 7/23/2009,7/25/2008
2781,a,6/ 25/2009 | 6/ 26/2008,6/26/2008
2782,a,6/ 18/2009 | 7/9/2008 | 6/ 23/2008 | 8/7/2008,6/23/2008
2783,a,6/22/2009,['6/22/2009']
2784,a,8/5/2009 | 8/7/2008 | 8/7/2008 | 8/11/2008,8/7/2008
2785,a,8/5/2009 | 8/6/2008,8/6/2008
2786,a,8/11/2008 | 8/5/2009,8/11/2008
2787,a,6/ 22/2009 | 6/ 23/2008,6/23/2008
2788,a,6/ 22/2009 | 6/ 23/2008,6/23/2008
2789,a,6/ 24/2009 | 6/ 25/2008,6/25/2008
2790,a,9/30/2009,['9/30/2009']
2791,a,6/ 24/2008 | 6/ 22/2009,6/24/2008
2792,a,5/6/2010,['5/6/2010']
2793,a,6/ 21/2010 | 7/10/2009,7/10/2009
2794,a,8/20/2008 | 8/19/2009,8/20/2008
2795,a,3/2/2009,['3/2/2009']
2796,a,7/1/2008 | 6/ 23/2009,7/1/2008
2797,a,7/7/2009 | 7/11/2008,7/11/2008
2798,a,6/ 12/2009 | 7/11/2008,7/11/2008
2799,a,7/7/2009 | 7/9/2008,7/9/2008
2800,a,7/9/2008 | 7/7/2009,7/9/2008
2801,a,5/7/2009,['5/7/2009']
2802,a,7/11/2008 | 7/8/2009,7/11/2008
2803,a,7/8/2009 | 7/11/2008,7/11/2008
2804,a,7/11/2008 | 7/8/2009,7/11/2008
2805,a,7/11/2008 | 7/8/2009,7/11/2008
2806,a,5/29/2009 | 5/27/2010,5/29/2009
2807,a,7/19/2009 | 7/25/2008,7/25/2008
2808,a,8/8/2008 | 7/10/2009,8/8/2008
2809,a,7/10/2009 | 8/8/2008,8/8/2008
2810,a,7/10/2009 | 8/8/2008,8/8/2008
2811,a,8/22/2008,['8/22/2008']
2812,a,5/13/2009,['5/13/2009']
2813,a,8/1/2008 | 7/31/2009,8/1/2008
2814,a,8/1/2008 | 6/ 18/2009,8/1/2008
2815,a,8/1/2008 | 7/23/2009,8/1/2008
2816,a,7/17/2009 | 8/1/2008,8/1/2008
2817,a,2/3/2009 | 4/29/2009,2/3/2009
2818,a,7/15/2008 | 7/13/2009 | 4/6/2009,7/15/2008
2819,a,4/6/2009 | 7/13/2009 | 3/24/2009 | 7/15/2008,7/15/2008
2820,a,5/21/2010,['5/21/2010']
2821,a,12/7/2009,['12/7/2009']
2822,a,3/19/2009,['3/19/2009']
2823,a,9/12/2008 | 8/20/2008,8/20/2008
2824,a,5/11/2009,['5/11/2009']
2825,a,5/11/2009,['5/11/2009']
2826,a,8/20/2008 | 9/12/2008,8/20/2008
2827,a,7/23/2008 | 7/18/2008 | 4/2/2009 | 8/13/2008 | 8/25/2008,7/18/2008
2828,a,9/3/2009 | 9/8/2008,9/8/2008
2829,a,2/6/2009,['2/6/2009']
2830,a,8/4/2009,['8/4/2009']
2831,a,8/20/2008 | 8/18/2009,8/20/2008
2832,a,8/20/2008 | 10/17/2008 | 9/12/2008,8/20/2008
2833,a,9/12/2008 | 10/17/2008 | 8/20/2008,8/20/2008
2834,a,9/11/2009 | 6/ 26/2009,6/26/2009
2835,a,12/7/2009,['12/7/2009']
2836,a,8/4/2009 | 8/19/2008,8/19/2008
2837,a,8/7/2008 | 8/5/2009,8/7/2008
2838,a,10/31/2011,['10/31/2011']
2839,a,8/7/2008 | 8/6/2009,8/7/2008
2840,a,8/7/2008 | 8/6/2009,8/7/2008
2841,a,7/28/2009,['7/28/2009']
2842,a,5/22/2009 | 5/19/2010,5/22/2009
2843,a,3/16/2010 | 3/25/2009,3/25/2009
2844,a,2/23/2009,['2/23/2009']
2845,a,8/5/2008 | 8/4/2008 | 9/9/2008 | 7/29/2009 | 8/5/2008,8/4/2008
2846,a,12/18/2009,['12/18/2009']
2847,a,1/25/2010,['1/25/2010']
2848,a,1/25/2010,['1/25/2010']
2849,a,1/25/2010,['1/25/2010']
2850,a,9/17/2008,['9/17/2008']
2851,a,8/20/2008 | 9/12/2008,8/20/2008
2852,a,8/8/2008 | 3/2/2009 | 6/ 19/2008 | 6/ 17/2009,6/19/2008
2853,a,8/12/2008 | 7/10/2009 | 8/12/2008,8/12/2008
2854,a,8/15/2008 | 8/13/2009,8/15/2008
